,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
10095,7,4,11534,6,11,4,7,3,2,0,0,0,34,6,0
10096,8,4,14063,15,1,4,4,3,2,1,0,0,34,39,0
10097,8,2,4929,9,4,4,10,1,4,1,0,0,39,39,0
10098,14,4,7133,8,2,4,14,3,4,1,0,43,56,39,0
10099,14,4,13213,11,15,2,3,0,4,1,107,0,34,39,1
10100,19,2,15734,15,1,2,1,0,0,1,0,0,34,39,0
10101,46,4,6838,11,15,2,12,0,4,1,0,0,42,0,0
10102,4,4,4275,15,1,4,3,3,4,1,0,0,34,39,0
10103,1,0,15152,15,1,4,0,3,4,0,0,0,23,39,0
10104,3,4,9481,15,1,4,3,3,4,0,0,0,17,39,0
10105,21,4,9337,11,15,2,3,0,4,1,0,0,45,39,0
10106,50,1,18503,9,4,6,1,1,4,0,0,0,34,39,0
10107,9,4,4058,15,1,4,7,3,4,1,0,0,34,39,0
10108,40,7,8357,10,7,0,10,4,4,0,0,0,45,39,0
10109,10,4,8289,7,3,2,1,5,2,0,0,0,17,39,0
10110,20,4,8231,11,15,0,8,1,2,0,0,0,34,0,0
10111,16,4,21590,15,1,0,3,4,4,1,0,0,45,39,0
10112,33,6,5639,7,3,2,11,0,4,1,0,0,12,39,0
10113,23,4,3642,11,15,2,12,0,4,1,0,0,56,39,1
10114,9,4,15007,9,4,4,4,1,1,0,0,0,34,31,0
10115,24,2,18210,15,1,0,8,1,2,0,0,0,16,39,0
10116,10,4,14829,11,15,4,4,3,4,0,0,0,34,39,0
10117,17,4,554,9,4,2,12,0,4,1,0,0,39,39,1
10118,25,4,6462,11,15,0,1,1,4,0,0,0,34,39,0
10119,18,4,10886,12,5,2,12,0,4,1,0,0,50,39,1
10120,47,4,15400,4,9,0,3,1,4,1,0,0,34,39,0
10121,7,4,13277,15,1,2,6,0,4,1,0,0,34,39,0
10122,3,1,1655,11,15,4,1,2,4,1,0,0,12,39,0
10123,13,4,8401,15,1,4,10,3,4,1,65,0,45,39,0
10124,32,7,15394,9,4,2,10,2,4,0,0,0,39,39,0
10125,19,4,1284,0,12,2,7,3,4,0,71,0,34,39,0
10126,18,6,925,11,15,2,4,0,4,1,0,0,45,39,0
10127,17,2,11911,12,5,2,4,0,4,1,0,0,34,39,1
10128,19,4,20006,11,15,4,7,4,0,0,0,0,34,39,0
10129,11,7,13796,15,1,4,1,1,4,0,0,0,45,39,0
10130,44,5,19933,11,15,2,3,0,4,1,0,0,34,39,0
10131,9,4,10815,15,1,2,1,0,4,1,0,0,34,39,0
10132,28,2,15464,15,1,2,10,0,4,1,110,0,45,39,1
10133,6,2,8655,15,1,4,11,3,4,1,0,0,34,39,1
10134,18,4,21134,12,5,2,4,0,4,1,0,0,45,39,1
10135,13,4,1016,1,13,0,6,3,4,1,0,0,34,39,0
10136,9,4,16070,11,15,4,12,1,4,0,0,0,31,39,0
10137,40,5,10647,11,15,2,12,0,4,1,0,0,39,39,1
10138,21,4,4680,11,15,2,3,0,4,1,0,47,38,39,0
10139,21,4,8176,15,1,4,4,3,4,0,0,0,34,39,0
10140,7,4,18227,9,4,2,10,0,4,1,0,0,23,39,0
10141,27,1,17919,11,15,0,1,4,2,0,0,0,34,39,0
10142,28,4,15858,10,7,2,10,0,4,1,0,0,34,31,1
10143,2,4,19689,11,15,4,7,1,4,0,0,0,56,39,0
10144,16,4,9800,9,4,2,10,0,4,1,0,0,34,39,1
10145,21,4,278,8,2,0,1,4,4,0,0,0,34,39,0
10146,39,4,49,11,15,2,12,5,4,0,0,0,45,39,0
10147,11,4,6814,1,13,4,14,3,4,1,0,0,45,39,0
10148,18,4,6024,11,15,0,3,1,4,0,0,0,34,39,0
10149,11,0,8511,8,2,5,0,4,4,0,0,0,34,26,0
10150,24,6,52,12,5,2,4,0,4,1,107,0,66,39,1
10151,12,4,19482,11,15,2,3,0,4,1,0,0,34,39,0
10152,34,4,13396,5,10,6,8,4,2,0,0,0,34,39,0
10153,14,4,8239,11,15,2,14,0,4,1,0,0,45,39,0
10154,16,4,12758,15,1,4,1,4,4,0,0,0,28,33,0
10155,9,7,14091,9,4,4,10,1,4,1,0,0,34,39,0
10156,7,4,11874,15,1,2,1,0,4,1,0,0,6,39,0
10157,19,4,3787,11,15,2,3,0,4,1,0,0,50,39,1
10158,59,2,15849,11,15,6,8,1,4,0,0,0,4,39,0
10159,46,0,16033,11,15,2,0,0,4,1,0,0,12,39,0
10160,17,4,14532,12,5,2,4,0,4,1,0,0,45,10,0
10161,18,4,13324,11,15,0,3,4,4,1,0,0,34,39,0
10162,23,4,10803,9,4,2,1,0,4,1,0,0,45,39,1
10163,6,4,11822,15,1,4,1,3,4,1,0,0,34,39,0
10164,26,4,10057,15,1,0,7,1,4,1,0,0,34,39,0
10165,45,4,3378,15,1,0,8,1,4,0,0,0,56,39,0
10166,24,4,5277,9,4,2,1,0,1,1,62,0,28,30,1
10167,37,2,2325,11,15,6,8,4,2,0,0,0,34,39,0
10168,23,4,17918,15,1,4,12,1,4,0,0,0,38,39,0
10169,18,4,6306,2,14,2,8,0,2,1,0,0,34,39,0
10170,45,4,2337,11,15,6,1,1,4,0,0,0,25,39,0
10171,33,4,18176,11,15,2,3,0,4,1,0,0,34,39,0
10172,1,4,15615,1,13,4,6,3,4,1,98,0,23,39,0
10173,8,0,10587,7,3,2,0,0,4,1,0,0,4,39,0
10174,23,1,15879,14,6,2,10,0,4,1,110,0,34,39,1
10175,41,4,1483,11,15,0,1,4,2,0,0,0,29,39,0
10176,4,4,13440,15,1,4,8,3,4,0,0,0,7,39,0
10177,13,4,16960,15,1,2,4,0,4,1,0,0,45,39,0
10178,13,6,6242,7,3,2,12,0,4,1,0,0,56,20,0
10179,41,6,20905,0,12,2,3,0,4,1,0,0,34,39,0
10180,17,4,2247,11,15,2,14,0,4,1,0,0,34,39,0
10181,60,5,20788,10,7,2,5,0,4,1,27,0,34,39,1
10182,21,2,18179,9,4,2,4,0,2,1,0,0,45,39,1
10183,8,0,1942,15,1,4,0,1,0,0,0,0,12,39,0
10184,15,4,13982,15,1,2,13,0,4,1,0,0,45,39,0
10185,17,2,21220,9,4,2,10,5,4,0,0,0,40,39,1
10186,21,4,3599,11,15,4,3,4,2,0,0,0,34,39,0
10187,28,4,11220,11,15,3,3,1,4,1,0,0,67,26,0
10188,12,2,10614,9,4,4,11,1,4,1,0,0,51,39,0
10189,46,6,5981,9,4,2,10,0,4,1,0,0,12,39,0
10190,34,4,4784,11,15,0,8,4,4,0,0,0,31,39,0
10191,10,2,15610,15,1,4,14,3,4,1,0,0,34,39,0
10192,9,4,2628,9,4,4,1,3,2,0,0,0,34,39,0
10193,6,7,14280,9,4,4,10,1,4,1,1,0,34,39,1
10194,42,4,4158,9,4,2,3,0,4,1,19,0,45,39,1
10195,13,2,15512,11,15,2,11,0,4,1,0,0,34,39,1
10196,31,4,6326,11,15,2,3,0,4,1,0,0,50,39,0
10197,24,2,7149,12,5,2,10,0,4,1,0,0,31,39,1
10198,34,4,3650,8,2,2,10,0,4,1,0,0,34,39,1
10199,24,7,16350,15,1,0,1,1,4,0,0,0,34,39,0
10200,7,4,12876,9,4,4,12,1,4,1,0,0,50,23,0
10201,9,4,15174,15,1,2,4,5,4,0,0,0,28,39,0
10202,47,4,5025,3,8,2,14,0,4,1,0,0,48,0,0
10203,25,6,14489,14,6,0,10,4,4,1,0,0,56,39,1
10204,8,0,16051,9,4,4,0,3,4,0,0,0,23,39,0
10205,15,4,17879,15,1,2,12,0,4,1,0,0,42,39,0
10206,1,6,10072,15,1,4,5,3,4,1,0,0,23,39,0
10207,24,6,21328,12,5,4,4,1,1,1,0,0,39,39,1
10208,18,4,10892,15,1,4,4,1,4,1,0,0,56,39,0
10209,14,4,3511,9,4,2,10,0,4,1,0,0,34,39,1
10210,50,1,10801,11,15,6,8,4,4,1,0,0,34,39,0
10211,33,4,11936,11,15,3,4,4,4,0,0,0,1,39,0
10212,22,4,16833,11,15,4,5,3,4,1,0,0,3,39,0
10213,6,6,6051,0,12,4,3,1,4,1,0,0,56,39,0
10214,20,4,16013,9,4,4,4,1,4,1,0,0,45,39,0
10215,13,1,19643,15,1,2,1,3,4,1,0,0,34,39,0
10216,8,4,7309,12,5,4,10,3,4,0,0,0,34,39,1
10217,38,4,11517,11,15,2,14,0,4,1,0,0,56,39,0
10218,3,4,17513,0,12,4,8,1,4,1,0,0,34,39,0
10219,23,4,14406,11,15,6,12,1,4,0,0,0,34,39,0
10220,13,4,10881,11,15,4,6,3,4,1,0,0,34,39,0
10221,5,4,5325,11,15,4,12,4,4,0,0,0,34,39,0
10222,9,4,7416,8,2,2,1,5,4,0,0,0,34,39,1
10223,27,4,11409,11,15,3,14,1,3,1,0,0,25,2,0
10224,30,4,6322,11,15,0,3,1,2,1,113,0,38,39,1
10225,3,4,12000,11,15,2,7,0,4,1,0,0,34,39,0
10226,27,2,2082,12,5,2,10,0,4,1,0,0,28,39,1
10227,5,4,8917,7,3,4,1,1,4,0,0,0,6,39,0
10228,1,4,7525,11,15,4,6,3,4,1,0,0,23,39,0
10229,34,4,8860,9,4,2,4,0,4,1,0,42,56,0,1
10230,24,6,11197,11,15,4,8,1,2,1,0,0,56,23,0
10231,28,5,6399,11,15,2,12,5,4,0,0,0,45,39,0
10232,14,4,2058,1,13,2,3,0,4,1,0,0,34,39,0
10233,41,0,3283,11,15,6,0,1,4,0,0,0,3,39,0
10234,45,5,8951,12,5,2,12,0,4,1,0,0,39,39,1
10235,37,6,409,9,4,2,4,0,4,1,0,0,34,39,1
10236,10,4,19483,11,15,2,7,0,4,1,0,0,34,39,0
10237,20,6,16972,9,4,2,3,0,4,1,0,0,61,39,1
10238,20,4,1038,14,6,2,10,0,4,1,0,0,45,39,1
10239,5,4,18049,11,15,4,12,2,2,1,0,0,34,0,0
10240,16,4,13432,8,2,2,13,5,4,0,0,0,34,39,1
10241,18,5,6183,11,15,2,12,0,4,1,0,0,61,39,1
10242,40,0,20829,11,15,0,0,3,1,1,0,0,12,39,0
10243,7,4,11607,11,15,4,8,1,4,1,0,0,34,39,0
10244,44,4,2976,15,1,0,8,1,4,1,0,0,17,39,0
10245,24,4,7883,11,15,0,9,1,4,0,0,0,34,13,0
10246,29,4,4161,11,15,4,14,1,0,1,0,0,34,39,0
10247,7,4,8247,11,15,0,12,4,0,0,0,0,42,39,0
10248,14,4,9983,9,4,2,12,0,4,1,0,0,34,39,0
10249,17,4,11016,12,5,0,4,4,2,0,0,0,34,39,0
10250,22,4,6591,11,15,4,13,1,4,1,86,0,38,39,0
10251,24,4,3510,9,4,0,4,4,2,0,0,0,34,39,0
10252,16,4,17360,9,4,5,12,1,4,0,0,0,45,39,1
10253,19,4,245,10,7,4,10,1,4,1,0,0,34,9,0
10254,15,2,10777,9,4,5,10,1,4,0,0,0,45,39,1
10255,14,4,15767,15,1,0,3,3,2,1,0,0,34,39,0
10256,8,4,3111,11,15,2,3,0,4,1,0,0,75,39,1
10257,8,4,10178,12,5,4,1,3,4,1,0,0,34,39,0
10258,34,7,5790,9,4,2,4,0,4,1,0,0,28,39,1
10259,6,4,4214,15,1,4,1,2,1,1,0,0,5,33,0
10260,6,4,12493,12,5,4,10,1,4,0,0,0,23,39,0
10261,22,6,3180,11,15,2,12,0,4,1,0,0,45,39,1
10262,14,2,18482,10,7,4,10,1,4,1,0,0,45,26,1
10263,7,4,6895,11,15,4,6,1,4,1,0,0,34,39,0
10264,7,2,8612,11,15,4,13,1,4,0,0,0,34,39,0
10265,19,4,10390,11,15,2,12,0,4,1,0,0,45,39,0
10266,13,4,9106,9,4,2,4,0,4,1,0,0,36,39,1
10267,10,6,9685,9,4,2,4,0,4,1,0,0,56,39,1
10268,8,4,2046,9,4,4,1,3,4,0,0,0,34,39,0
10269,26,4,960,15,1,2,12,0,4,1,107,0,34,39,1
10270,16,0,6952,9,4,4,0,3,1,1,0,0,75,30,0
10271,34,2,4279,12,5,2,10,5,4,0,0,0,66,39,1
10272,3,4,14125,15,1,4,8,3,4,0,0,0,28,39,0
10273,14,4,13113,12,5,2,4,0,4,1,0,0,34,39,1
10274,29,4,18276,11,15,2,8,3,4,0,0,0,6,39,0
10275,29,6,11504,11,15,2,5,0,4,1,0,0,28,39,0
10276,23,6,15706,15,1,2,13,0,4,1,0,0,45,39,1
10277,39,2,11809,15,1,2,3,0,4,1,0,0,35,39,1
10278,42,4,18313,6,11,2,14,0,4,1,0,0,56,39,1
10279,30,4,18174,9,4,2,4,0,4,1,0,0,34,39,1
10280,6,4,19543,15,1,4,5,1,4,1,0,0,23,39,0
10281,33,4,12797,11,15,2,12,0,4,1,0,0,75,39,0
10282,4,0,10862,11,15,2,0,5,2,0,0,0,23,39,0
10283,30,6,15336,15,1,2,10,0,4,1,0,0,12,39,0
10284,20,4,5465,1,13,0,3,1,4,1,0,0,34,39,0
10285,14,1,1149,11,15,4,7,4,4,0,0,0,34,39,0
10286,3,4,4470,15,1,4,8,1,4,0,0,0,17,39,0
10287,18,4,2175,9,4,2,3,0,4,1,0,0,45,39,1
10288,30,4,7560,11,15,2,7,0,4,1,0,0,34,39,1
10289,3,2,15232,11,15,2,11,0,2,1,0,0,23,33,0
10290,13,4,9627,9,4,4,13,1,4,1,0,0,56,18,0
10291,19,4,6276,15,1,4,8,1,4,1,0,0,42,39,0
10292,6,4,15853,9,4,4,12,1,4,1,0,0,34,39,0
10293,43,4,7127,11,15,3,8,4,4,0,0,0,12,39,0
10294,7,4,2871,15,1,2,13,0,4,1,0,0,34,39,0
10295,29,6,15423,11,15,2,3,0,4,1,0,0,17,39,0
10296,51,4,649,11,15,4,12,1,4,0,0,0,34,39,0
10297,39,2,8700,2,14,4,6,1,4,1,0,0,34,39,0
10298,8,4,13206,11,15,5,11,3,2,1,0,0,34,39,0
10299,4,4,3521,15,1,4,8,3,1,1,0,0,12,39,0
10300,18,4,418,9,4,2,13,0,4,1,0,0,34,39,1
10301,12,4,20504,9,4,4,4,1,4,1,0,0,45,39,1
10302,1,0,20558,11,15,4,0,3,4,1,0,0,56,39,0
10303,24,4,19205,9,4,0,13,4,2,1,108,0,39,0,1
10304,29,4,19453,11,15,2,3,0,2,1,0,0,56,39,1
10305,18,4,14368,11,15,4,4,1,4,1,0,0,39,39,0
10306,11,6,9378,9,4,4,13,1,4,1,0,0,39,39,0
10307,12,4,19221,12,5,2,10,0,4,1,0,0,50,39,1
10308,3,4,10380,11,15,4,12,1,4,1,0,0,23,39,0
10309,12,4,16766,11,15,2,12,0,4,1,0,0,56,39,0
10310,24,1,17203,15,1,2,4,0,2,1,0,0,34,39,1
10311,34,4,10726,12,5,2,10,0,4,1,0,39,56,39,1
10312,15,4,11147,8,2,0,8,4,4,0,0,0,34,0,0
10313,29,4,15466,11,15,2,7,0,4,1,0,0,34,39,0
10314,19,4,220,15,1,4,3,1,4,1,0,0,34,39,0
10315,18,4,9588,0,12,2,14,0,4,1,0,0,66,39,0
10316,25,7,17104,15,1,2,11,0,4,1,0,0,34,39,1
10317,26,6,16103,15,1,0,12,4,4,0,0,90,36,39,0
10318,5,4,2726,15,1,4,1,3,4,0,0,0,34,39,0
10319,33,4,3110,15,1,2,3,0,4,1,0,0,34,39,1
10320,25,2,10757,11,15,2,3,0,4,1,0,0,34,39,1
10321,43,0,12030,0,12,0,0,1,0,0,0,0,1,39,0
10322,34,4,21296,12,5,0,11,4,4,1,0,0,34,39,0
10323,42,4,6068,11,15,2,3,0,4,1,0,8,39,39,1
10324,48,4,8466,0,12,0,6,1,4,0,0,0,20,39,0
10325,42,4,3166,15,1,5,12,1,4,1,12,0,56,39,1
10326,51,0,3146,5,10,2,0,0,4,1,0,0,74,39,0
10327,29,6,10852,11,15,2,4,5,4,0,0,0,45,39,0
10328,37,6,11023,15,1,2,12,0,4,1,0,0,45,39,0
10329,49,4,9017,9,4,2,10,0,4,1,0,0,39,39,1
10330,20,4,16255,12,5,2,10,0,4,1,0,0,45,39,1
10331,1,4,7130,11,15,4,12,3,4,0,0,0,17,39,0
10332,34,6,4338,15,1,2,3,0,4,1,0,0,50,39,0
10333,13,0,16158,9,4,2,0,5,3,0,0,0,34,36,1
10334,34,6,4631,8,2,2,13,0,4,1,0,0,31,39,1
10335,2,4,16678,11,15,4,7,3,4,1,0,0,28,39,0
10336,17,4,13539,12,5,4,4,4,4,0,0,0,45,39,0
10337,24,4,5619,9,4,2,10,0,4,1,0,0,56,39,0
10338,9,4,15323,11,15,4,1,1,4,1,0,0,45,39,0
10339,44,0,1367,9,4,2,0,0,4,1,0,0,34,39,1
10340,27,4,6202,10,7,2,1,0,4,1,0,0,50,39,1
10341,56,0,1985,11,15,6,0,1,4,0,0,0,61,39,0
10342,47,4,840,11,15,2,11,0,4,1,0,0,34,39,0
10343,13,4,3832,9,4,2,4,0,4,1,0,0,39,39,1
10344,37,0,2845,15,1,2,0,0,4,1,0,0,45,39,0
10345,3,4,17453,6,11,4,6,3,4,1,0,0,20,39,0
10346,23,7,3954,12,5,0,4,4,4,0,20,0,34,39,0
10347,22,5,7556,8,2,2,4,0,4,1,0,0,56,39,1
10348,22,4,5161,15,1,2,3,0,4,1,0,0,39,39,1
10349,6,4,15334,15,1,4,8,4,4,1,0,0,28,26,0
10350,7,4,7541,9,4,4,10,4,4,0,0,0,34,39,0
10351,22,4,20112,9,4,0,12,4,4,0,0,0,34,39,0
10352,6,0,5483,7,3,4,0,3,1,1,0,0,7,30,0
10353,14,4,7199,11,15,4,8,3,2,0,0,0,12,39,0
10354,1,4,17064,11,15,4,1,3,4,0,0,0,7,39,0
10355,8,2,7787,9,4,4,10,3,4,0,0,0,34,39,0
10356,10,4,21173,11,15,4,1,4,3,0,0,0,34,39,0
10357,11,4,1705,11,15,4,12,3,4,1,0,0,56,39,0
10358,22,4,2406,9,4,2,13,0,4,1,0,0,45,39,1
10359,11,1,19474,9,4,4,10,3,2,0,0,0,34,39,0
10360,19,4,11437,9,4,2,13,0,4,1,0,0,34,39,0
10361,11,2,17970,9,4,4,10,1,4,0,0,0,34,39,0
10362,18,4,20443,15,1,2,3,0,4,1,0,0,56,39,0
10363,21,2,15871,11,15,4,3,1,4,1,0,37,34,2,0
10364,28,4,8923,8,2,0,4,1,4,0,0,0,38,39,0
10365,28,4,13082,9,4,0,4,4,4,0,0,0,34,39,0
10366,15,4,13847,15,1,4,1,1,4,0,0,0,34,39,0
10367,22,4,663,12,5,2,4,0,4,1,0,0,45,39,1
10368,7,4,18497,11,15,4,6,2,4,1,0,0,34,39,0
10369,11,4,14751,5,10,2,6,0,4,1,0,0,34,26,0
10370,14,4,6871,9,4,2,8,0,4,1,0,0,34,41,0
10371,14,4,19605,15,1,3,14,1,2,1,0,0,34,0,0
10372,22,4,9716,11,15,2,7,5,4,0,0,0,34,39,1
10373,11,4,12471,11,15,4,10,2,4,0,0,0,34,39,0
10374,19,4,16019,1,13,5,4,1,4,0,0,0,25,39,0
10375,41,2,18444,6,11,2,14,0,4,1,0,0,34,39,0
10376,25,6,767,15,1,4,3,4,4,1,0,0,34,39,0
10377,16,1,15516,8,2,0,3,4,2,0,0,0,34,39,1
10378,43,4,19231,3,8,2,3,0,4,1,0,0,34,26,1
10379,14,4,6332,9,4,4,4,1,4,1,0,0,50,39,0
10380,32,4,10472,8,2,0,10,1,4,0,0,0,31,39,0
10381,34,4,6892,12,5,2,13,0,4,1,0,0,34,39,1
10382,31,4,14772,2,14,5,1,3,2,0,0,0,34,39,0
10383,5,4,891,15,1,5,8,3,4,0,0,0,34,39,0
10384,2,4,17912,15,1,4,12,1,4,0,0,0,20,39,0
10385,15,2,11578,9,4,2,1,5,4,0,0,0,34,39,0
10386,29,4,17437,11,15,2,13,0,2,1,0,0,34,39,1
10387,8,4,16467,8,2,4,10,1,4,0,0,0,29,2,0
10388,20,4,13061,12,5,0,4,4,4,0,0,51,39,39,0
10389,20,5,584,0,12,4,14,1,4,1,0,76,45,39,1
10390,27,4,4838,15,1,5,1,4,4,0,0,0,34,39,0
10391,32,4,5144,15,1,0,6,4,2,0,0,0,34,39,0
10392,1,0,5147,2,14,4,0,3,4,1,0,0,17,39,0
10393,33,4,14332,11,15,2,3,0,4,1,0,0,41,39,0
10394,29,1,19373,15,1,0,7,4,4,1,0,0,34,39,0
10395,64,0,20970,11,15,2,0,0,4,1,0,0,9,39,0
10396,10,5,17825,11,15,4,3,2,4,1,0,0,45,26,0
10397,49,4,14725,15,1,2,11,0,4,1,0,0,34,2,0
10398,42,4,3094,15,1,2,1,5,4,0,0,0,34,39,1
10399,13,4,18598,11,15,4,1,4,4,0,0,0,34,39,0
10400,2,4,19168,15,1,4,8,3,4,1,0,0,12,39,0
10401,12,4,20638,11,15,4,7,3,1,1,0,0,34,11,0
10402,20,4,17515,15,1,4,1,1,4,0,0,0,34,39,0
10403,28,2,10883,9,4,0,10,4,4,0,91,0,45,39,1
10404,3,4,1110,5,10,4,7,2,4,1,0,0,34,39,0
10405,13,4,14620,12,5,4,10,1,2,1,0,0,23,39,0
10406,41,7,1982,11,15,4,1,1,4,0,0,0,7,39,0
10407,32,6,2323,11,15,2,3,0,4,1,0,0,34,39,0
10408,3,4,9845,15,1,4,8,3,4,0,0,0,6,39,0
10409,30,4,6704,15,1,2,14,0,4,1,0,0,45,39,0
10410,31,7,5752,14,6,2,10,0,4,1,19,0,45,39,1
10411,20,4,5877,11,15,0,8,1,4,1,0,0,34,39,0
10412,39,4,13315,9,4,2,3,0,4,1,0,0,34,39,0
10413,21,7,3394,9,4,4,4,3,4,1,0,0,34,39,0
10414,4,4,15420,11,15,4,14,1,4,1,0,0,56,39,0
10415,26,4,14780,15,1,2,14,0,4,1,0,0,34,39,0
10416,7,4,3198,15,1,4,4,3,4,1,0,0,17,39,0
10417,29,2,8809,9,4,5,10,4,4,1,0,0,34,39,0
10418,12,4,6721,12,5,4,10,1,4,1,0,0,34,39,0
10419,34,5,4855,1,13,0,12,1,4,1,0,0,34,39,0
10420,22,2,513,11,15,0,1,3,4,1,0,0,36,39,0
10421,30,4,1862,12,5,2,1,5,4,0,110,0,31,39,1
10422,3,0,17156,2,14,4,0,1,3,1,0,17,34,39,0
10423,33,4,20246,15,1,0,8,1,4,0,0,0,34,39,0
10424,10,4,17881,11,15,4,14,1,4,1,0,0,93,39,0
10425,10,4,6773,12,5,4,6,4,4,1,0,0,23,39,0
10426,36,4,15233,9,4,2,4,0,4,1,0,0,56,39,1
10427,9,4,13766,15,1,2,12,0,4,1,0,0,34,39,0
10428,30,7,1973,12,5,2,10,0,4,1,0,0,31,39,1
10429,29,4,7939,9,4,2,13,0,4,1,0,0,34,39,0
10430,29,6,833,5,10,2,4,0,4,1,0,0,70,12,0
10431,0,4,2527,0,12,4,8,3,4,1,0,0,12,39,0
10432,28,1,10723,9,4,2,6,0,4,1,0,0,34,39,0
10433,20,4,5324,11,15,2,8,0,4,1,0,0,34,39,0
10434,9,4,21273,7,3,4,12,1,4,1,0,0,34,39,0
10435,41,4,15409,15,1,0,8,1,4,1,0,0,34,39,0
10436,8,4,15032,15,1,2,12,0,2,1,0,0,39,39,0
10437,11,4,20440,11,15,4,8,4,4,1,0,0,34,39,0
10438,25,4,8732,8,2,2,7,0,4,1,0,0,34,39,0
10439,50,6,582,15,1,2,12,0,4,1,0,0,34,39,0
10440,24,4,8223,9,4,2,5,0,4,1,0,0,34,39,0
10441,15,4,5818,11,15,5,8,1,4,0,0,0,23,39,0
10442,18,4,17597,8,2,2,1,0,2,1,0,0,34,39,0
10443,39,4,21088,11,15,2,14,0,1,1,0,0,39,39,0
10444,16,6,16362,15,1,4,12,1,4,1,0,0,61,39,0
10445,20,4,9102,12,5,2,1,0,4,1,110,0,45,39,1
10446,11,4,7339,15,1,4,1,4,2,0,0,0,34,39,0
10447,31,4,18311,14,6,0,10,4,4,0,0,0,17,39,0
10448,61,4,7182,5,10,2,6,0,4,1,23,0,6,39,0
10449,20,1,3200,12,5,0,10,1,4,0,0,0,34,39,0
10450,12,4,19557,9,4,2,12,0,4,1,0,0,35,39,0
10451,21,4,16311,9,4,4,12,4,4,0,0,0,39,39,0
10452,16,4,5291,9,4,4,1,1,4,1,0,0,34,39,0
10453,16,7,8914,12,5,2,10,0,1,1,0,0,10,19,0
10454,20,4,7205,12,5,0,4,1,4,1,0,0,39,39,1
10455,38,2,1987,8,2,5,10,4,2,0,0,0,28,39,0
10456,31,7,1737,11,15,0,3,3,4,1,113,0,34,39,1
10457,29,4,17150,0,12,2,14,0,4,1,0,0,34,39,1
10458,5,4,8318,11,15,4,5,3,4,1,0,0,34,39,0
10459,29,4,10470,15,1,4,3,3,4,1,0,0,34,39,0
10460,37,6,4569,11,15,2,14,0,4,1,0,0,6,39,0
10461,49,7,20137,15,1,0,4,1,4,0,0,0,50,39,0
10462,12,4,19542,9,4,2,12,0,4,1,0,0,39,39,1
10463,18,4,8929,8,2,3,10,4,4,0,0,0,38,39,0
10464,15,4,5114,11,15,0,8,1,4,0,0,0,34,39,0
10465,28,4,7449,7,3,2,6,0,4,1,0,0,34,39,0
10466,9,4,1900,11,15,4,3,2,4,1,0,0,34,39,0
10467,1,4,11055,11,15,4,8,3,4,0,0,0,23,0,0
10468,49,4,15262,15,1,2,12,0,4,1,0,0,16,39,0
10469,3,4,4469,15,1,4,6,1,4,1,0,0,34,39,0
10470,2,0,9325,11,15,4,0,2,2,1,0,0,12,39,0
10471,4,6,17997,15,1,4,1,3,4,1,0,0,23,39,0
10472,8,4,2964,9,4,4,12,1,2,0,0,0,34,39,0
10473,6,4,11296,15,1,4,6,3,2,1,0,0,14,39,0
10474,19,4,3417,15,1,2,1,5,4,0,0,0,3,39,1
10475,5,4,8395,9,4,4,10,1,4,0,113,0,34,39,1
10476,6,4,9854,15,1,4,8,3,4,0,0,0,12,39,0
10477,2,4,6279,1,13,4,7,3,4,1,0,0,56,39,0
10478,22,4,14493,11,15,2,7,0,4,1,0,0,45,39,1
10479,30,4,1879,8,2,0,12,1,4,1,0,0,45,39,0
10480,11,6,1705,11,15,4,8,1,4,1,0,0,34,39,0
10481,26,4,7975,11,15,0,13,4,2,0,0,0,28,39,0
10482,6,4,5945,15,1,2,6,0,4,1,0,0,34,39,0
10483,30,4,13241,1,13,4,7,4,2,0,106,0,34,39,0
10484,29,4,2524,15,1,2,1,0,4,1,0,0,34,39,0
10485,18,4,13013,11,15,0,14,1,4,1,0,30,56,39,0
10486,33,2,11374,11,15,2,6,0,4,1,0,0,34,39,0
10487,22,4,1513,11,15,2,14,0,4,1,0,0,34,39,1
10488,8,4,13640,9,4,0,12,1,4,0,0,0,34,39,0
10489,18,6,17224,9,4,4,4,1,4,1,0,0,34,39,0
10490,2,4,10825,1,13,4,12,3,4,1,0,0,12,0,0
10491,17,4,16245,11,15,0,7,4,4,0,0,0,34,39,0
10492,42,6,15714,11,15,2,5,0,4,1,0,0,34,39,1
10493,6,0,13642,1,13,4,0,3,0,1,0,0,34,39,0
10494,23,4,14555,11,15,2,14,0,2,1,0,0,34,39,1
10495,14,4,17452,15,1,4,4,4,4,1,0,0,56,39,0
10496,43,4,3702,11,15,2,12,0,4,1,0,0,34,39,0
10497,17,4,1614,8,2,2,8,0,4,1,0,0,34,39,1
10498,17,2,1437,15,1,4,11,1,4,0,0,0,34,39,0
10499,22,4,15385,9,4,4,10,1,4,1,0,0,34,39,1
10500,38,4,6393,1,13,2,8,0,2,1,0,24,34,39,0
10501,5,4,1414,7,3,4,11,3,4,1,0,0,56,39,0
10502,20,4,19939,11,15,2,14,0,4,1,0,0,34,39,1
10503,18,4,7771,9,4,2,12,5,4,0,0,0,23,39,1
10504,13,4,21373,12,5,4,10,1,4,0,0,0,39,39,0
