Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
7395643,0,0,2,1,1,7,2,2,1,3,1,2,5,5,2,-9,3
7395866,0,0,3,1,2,3,1,2,1,2,1,1,1,6,10,2,3
7395883,0,0,2,1,1,7,2,2,1,3,1,2,5,5,3,-9,3
7395871,0,0,2,1,1,8,2,2,1,3,1,2,5,3,2,-9,2
7395656,0,0,2,1,1,1,1,2,1,2,3,2,-9,-9,-9,-9,-9
7395923,0,0,2,1,2,2,1,1,1,1,1,1,4,7,5,1,2
7395592,0,0,1,1,2,8,1,2,1,2,1,2,5,2,10,-9,1
7395617,0,0,2,1,2,7,2,2,1,2,1,2,5,2,10,-9,1
7395387,0,0,2,1,2,5,2,2,1,2,1,2,2,6,12,3,3
7395405,0,0,2,1,1,6,2,2,1,1,1,2,2,5,3,4,3
7395423,0,0,1,1,2,6,4,2,1,2,1,2,1,4,11,2,2
7395589,0,0,3,1,2,4,4,2,1,1,1,2,1,4,4,2,2
7395917,0,0,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395952,0,0,2,1,1,4,2,2,2,1,3,6,1,8,6,3,4
7395891,0,0,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7395878,0,0,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395975,0,0,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395910,0,0,2,1,1,3,2,2,1,2,1,2,1,7,4,4,4
7395874,0,0,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7395977,0,0,2,1,2,7,2,2,1,3,1,2,5,2,10,-9,1
7395922,0,0,2,1,2,7,2,2,1,2,1,2,5,9,5,-9,3
7396089,0,0,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
7395972,0,0,2,1,2,6,2,2,1,1,1,2,1,7,4,2,4
7396632,0,0,2,1,1,3,2,2,1,2,1,1,1,4,2,3,2
7396522,0,0,1,1,2,7,4,2,1,2,1,2,1,5,5,4,3
7395970,0,0,2,1,2,2,1,1,1,1,1,2,4,7,4,1,2
7395971,0,0,2,1,1,4,2,2,2,2,3,6,2,8,6,3,4
7396095,0,0,2,1,1,6,2,2,1,2,1,2,5,2,6,-9,2
7395882,0,0,2,1,1,4,2,2,2,2,1,9,1,4,4,4,2
7395411,0,0,1,1,2,3,1,2,1,2,1,9,1,6,11,3,4
7395936,0,0,2,1,1,8,2,2,1,4,1,2,8,5,2,-9,4
7396644,0,0,1,1,2,8,5,2,1,3,1,2,5,4,4,-9,2
7395976,0,0,2,1,2,2,1,1,1,1,1,2,4,7,4,1,2
7396186,0,0,2,1,1,3,2,2,2,1,3,6,1,9,5,2,4
7395876,0,0,1,1,1,5,4,2,1,2,1,9,2,9,8,1,4
7395909,0,0,5,1,2,2,1,1,1,2,1,2,4,7,10,2,2
7395613,0,0,4,1,1,5,2,2,1,2,1,2,1,8,3,3,4
7395620,0,0,3,1,2,2,1,2,1,2,1,2,1,7,4,2,2
7395937,0,0,5,1,1,6,1,2,1,1,1,2,5,2,2,-9,4
7395969,0,0,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
7395948,0,0,1,1,2,8,5,2,1,3,1,2,5,7,7,-9,2
7395946,0,0,1,1,2,8,5,2,1,4,1,2,5,-9,-9,-9,4
7395945,0,0,2,1,1,8,2,2,1,2,1,1,5,6,11,-9,4
7395434,0,0,2,1,1,5,2,2,1,2,1,2,2,5,3,3,3
7395955,0,0,1,1,2,8,5,2,1,5,1,9,5,2,11,-9,1
7395429,0,0,2,1,2,5,2,2,1,1,1,2,1,1,8,3,1
7395430,0,0,2,1,2,5,2,2,1,1,1,2,1,2,11,2,2
7396650,0,0,2,1,1,5,2,2,1,2,1,1,2,3,2,3,2
7395394,0,0,2,1,1,5,1,2,1,1,1,2,1,8,2,3,3
7396639,0,0,2,1,1,2,1,2,1,1,2,1,1,7,4,3,4
7395887,0,0,2,1,2,2,1,2,1,1,1,2,3,-9,-9,-9,2
7395880,0,0,1,1,1,6,5,2,1,3,1,1,8,8,3,-9,4
7395916,0,0,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395935,0,0,2,1,2,5,2,2,2,1,1,2,1,7,9,3,2
7395949,0,0,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396060,0,0,5,1,2,3,1,2,1,2,1,1,1,9,8,3,3
7396090,0,0,2,1,2,6,2,2,1,2,1,2,1,3,11,1,2
7395950,0,0,1,1,1,5,1,2,1,2,1,2,9,8,2,-9,4
7396082,0,0,1,1,1,6,1,2,1,2,1,2,5,2,10,-9,1
7395432,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396524,0,0,2,1,2,6,2,2,1,1,1,1,5,1,11,-9,4
7395877,0,0,1,1,1,8,5,2,1,3,1,9,5,8,3,-9,4
7396062,0,0,2,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,2
7396063,0,0,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
7396523,0,0,2,1,1,3,2,2,1,1,3,6,1,3,4,3,2
7396809,0,0,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
7396033,0,0,2,1,2,7,2,2,1,3,1,2,5,2,10,-9,3
7395483,0,0,1,1,2,5,4,2,1,3,1,9,3,9,5,-9,4
7396303,0,0,2,1,2,6,2,2,1,2,1,2,5,9,5,-9,3
7395768,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395769,0,0,3,1,2,5,3,2,1,2,1,2,1,9,4,2,4
7395947,0,0,3,1,1,5,4,2,1,2,1,1,1,6,10,3,3
7395801,0,0,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7396327,0,0,3,1,2,3,2,2,1,3,1,1,8,-9,-9,-9,4
7396034,0,0,3,1,2,4,1,2,1,1,1,1,2,1,12,3,1
7396037,0,0,5,1,1,2,1,2,1,1,1,2,1,5,8,2,3
7396182,0,0,5,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7395580,0,0,3,1,2,3,1,2,1,1,1,1,3,9,11,-9,4
7395563,0,0,2,1,2,1,1,2,1,1,3,2,-9,-9,-9,-9,-9
7395731,0,0,2,1,1,7,2,2,1,3,1,2,5,1,4,-9,2
7395973,0,0,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395733,0,0,1,1,2,8,5,2,1,4,1,2,5,9,4,-9,4
7395710,0,0,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
7395704,0,0,1,1,2,8,5,2,1,3,1,2,5,-9,-9,-9,4
7396777,0,0,3,1,2,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
7395690,0,0,5,1,1,4,1,2,1,2,1,2,3,5,4,-9,4
7396193,0,0,5,1,2,5,4,2,1,3,1,2,8,9,5,-9,4
7396346,0,0,1,1,1,3,1,2,2,1,1,1,3,7,4,-9,4
7396319,0,0,2,1,2,3,2,1,2,1,1,2,6,7,4,-9,2
7396070,0,0,2,1,2,4,2,2,1,2,3,6,1,6,11,1,4
7395805,0,0,1,1,1,3,1,2,2,2,1,2,1,8,2,3,4
7396404,0,0,2,1,2,3,2,2,1,1,1,2,1,2,11,3,2
7396277,0,0,2,1,2,4,2,2,1,2,1,2,7,4,3,-9,1
7395705,0,0,1,1,2,6,4,2,1,4,1,2,8,-9,-9,-9,4
7395928,0,0,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396345,0,0,2,1,2,1,1,1,2,1,3,6,-9,-9,-9,-9,-9
7395414,0,0,2,1,1,3,1,2,1,1,1,2,1,5,2,3,3
7395518,0,0,3,1,2,2,1,1,1,2,1,9,4,7,7,-9,2
7395825,0,0,1,1,1,3,1,2,2,1,4,2,9,3,3,-9,2
7395703,0,0,1,1,1,6,5,2,1,2,1,2,1,9,4,2,4
7395717,0,0,3,1,2,3,1,2,1,1,1,1,3,-9,-9,-9,4
7395734,0,0,5,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
7396298,0,0,2,1,1,5,2,2,1,1,1,2,1,1,2,3,1
7395767,0,0,2,1,2,2,1,1,1,1,1,2,4,4,8,3,2
7395743,0,0,2,1,2,5,2,2,1,1,1,2,1,2,10,3,1
7396001,0,0,3,1,1,4,1,2,1,1,1,1,1,2,6,3,2
7396003,0,0,1,1,1,7,1,2,1,2,1,1,5,5,4,-9,3
7395776,0,0,1,1,1,8,5,2,1,3,1,2,5,4,4,-9,2
7396296,0,0,2,1,2,7,2,2,1,2,1,2,5,2,10,-9,1
7395761,0,0,1,1,1,7,5,2,1,3,1,2,5,5,9,-9,4
7396028,0,0,2,1,2,2,1,2,1,1,1,2,1,4,11,3,2
7396531,0,0,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395774,0,0,2,1,2,7,2,2,1,2,1,2,5,6,10,-9,4
7396308,0,0,3,1,2,4,1,2,1,1,1,2,2,1,4,3,1
7396812,0,0,2,1,2,2,2,2,2,1,4,6,6,-9,-9,-9,2
7395660,0,0,5,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7395780,0,0,3,1,2,2,1,2,1,3,1,1,7,4,11,-9,3
7396539,0,0,1,1,1,3,1,2,1,2,1,2,1,5,2,3,3
7395744,0,0,2,1,2,6,2,2,1,1,1,2,1,1,4,3,2
7395586,0,0,5,1,2,7,5,2,1,5,1,2,5,3,11,-9,2
7395762,0,0,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395800,0,0,5,1,2,3,3,2,2,2,4,6,9,6,6,-9,4
7396019,0,0,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396320,0,0,2,1,1,3,2,2,2,1,3,6,1,8,5,3,4
7395491,0,0,5,1,1,2,1,1,1,2,1,1,4,-9,-9,-9,2
7395578,0,0,3,1,2,2,1,2,1,1,1,2,1,6,12,2,3
7395784,0,0,3,1,2,3,1,2,2,1,1,2,9,9,10,-9,4
7396305,0,0,1,1,1,8,5,2,1,3,1,2,5,3,10,-9,2
7395664,0,0,1,1,2,8,4,2,1,3,1,2,9,9,8,-9,4
7396188,0,0,2,1,2,3,2,2,1,2,1,2,1,7,10,1,4
7395433,0,0,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396357,0,0,2,1,1,5,2,2,1,4,1,2,8,9,8,-9,4
7395875,0,0,5,1,2,3,4,2,1,1,1,1,7,6,11,-9,4
7396440,0,0,2,1,2,4,2,2,1,2,1,1,1,1,4,3,2
7396166,0,0,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7396165,0,0,5,1,2,2,1,2,1,2,1,1,1,9,5,2,4
7396238,0,0,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395900,0,0,2,1,2,4,2,2,1,4,1,2,8,-9,-9,-9,4
7396593,0,0,3,1,1,3,1,2,1,1,1,2,1,5,2,4,3
7396642,0,0,1,1,2,2,1,2,1,4,1,2,8,-9,-9,-9,4
7395844,0,0,1,1,1,3,1,1,2,1,3,2,6,-9,-9,-9,2
7395783,0,0,2,1,1,1,1,1,2,2,1,2,-9,-9,-9,-9,-9
7396171,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395848,0,0,1,1,1,3,1,2,1,1,1,1,2,2,11,4,1
7396175,0,0,3,1,2,5,3,2,1,2,1,2,1,6,11,2,3
7396180,0,0,1,1,1,4,1,2,1,2,1,2,3,-9,-9,-9,4
7396350,0,0,3,1,1,5,1,2,1,3,1,2,3,9,8,-9,4
7395960,0,0,2,1,2,3,2,2,1,2,1,6,7,7,4,-9,2
7396369,0,0,6,1,2,3,1,2,1,2,1,1,1,2,11,3,2
7396681,0,0,1,1,2,7,4,2,2,4,1,2,5,9,11,-9,4
7396558,0,0,2,1,2,2,1,1,1,1,3,6,4,-9,-9,-9,2
7396616,0,0,5,1,2,8,5,2,1,3,1,2,5,9,8,-9,4
7396300,0,0,5,1,2,3,1,2,1,2,1,1,9,9,8,-9,4
7396299,0,0,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7396184,0,0,2,1,2,3,2,2,2,2,1,2,7,7,4,-9,4
7396487,0,0,5,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
7396183,0,0,5,1,1,2,1,2,1,1,3,6,3,-9,-9,-9,4
7395537,0,0,5,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
7396158,0,0,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7395658,0,0,2,1,2,3,1,2,1,1,3,6,1,4,9,3,2
7395682,0,0,1,1,2,3,1,2,1,2,1,2,1,1,5,4,1
7396196,0,0,1,1,1,5,4,2,1,3,1,1,3,5,5,-9,4
7395672,0,0,2,1,1,2,1,2,1,1,1,2,1,8,6,3,4
7395691,0,0,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395807,0,0,1,1,1,5,5,2,1,3,1,2,1,7,4,3,4
7395695,0,0,2,1,2,3,2,2,1,1,1,1,7,7,4,-9,3
7396781,0,0,3,1,2,2,1,2,1,1,1,1,1,6,11,3,3
7395659,0,0,2,1,1,6,2,2,1,2,1,1,1,3,2,3,2
7396775,0,0,2,1,1,2,1,2,1,1,1,6,3,-9,-9,-9,4
7395802,0,0,1,1,2,8,5,2,1,4,1,2,5,7,4,-9,4
7395674,0,0,6,1,2,6,4,2,1,2,1,2,1,3,10,2,2
7395797,0,0,5,1,2,6,4,2,2,3,1,2,5,9,5,-9,4
7396544,0,0,2,1,1,1,1,2,1,1,2,2,-9,-9,-9,-9,-9
7396517,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395692,0,0,1,1,2,6,4,2,1,1,1,2,1,2,11,3,2
7396782,0,0,1,1,2,7,4,2,1,5,1,2,8,4,12,-9,2
7395687,0,0,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395382,0,0,2,1,2,4,2,2,1,2,1,2,1,4,7,3,2
7395653,0,0,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395698,0,0,5,1,2,2,1,1,1,1,1,2,4,6,10,2,2
7396776,0,0,3,1,2,3,1,2,1,2,1,2,1,6,11,3,4
7396535,0,0,1,1,2,5,4,2,1,1,1,9,2,6,12,2,3
7395791,0,0,3,1,1,3,1,2,1,1,1,1,9,-9,-9,-9,4
7396514,0,0,2,1,2,2,1,1,1,2,1,1,4,6,12,1,2
7395681,0,0,1,1,2,7,5,2,1,2,1,1,5,9,8,-9,4
7395693,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395685,0,0,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395795,0,0,1,1,1,3,1,2,2,2,4,6,3,9,12,-9,4
7396194,0,0,3,1,2,3,1,2,2,2,1,2,1,6,11,3,3
7395666,0,0,1,1,1,8,1,2,1,3,1,1,5,8,8,-9,4
7395689,0,0,5,1,1,2,1,2,1,2,1,2,3,7,3,-9,2
7395657,0,0,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7395812,0,0,2,1,1,5,2,2,1,1,1,2,3,5,2,-9,4
7395786,0,0,1,1,2,6,1,2,1,5,1,1,8,9,2,-9,4
7396519,0,0,1,1,1,4,1,2,1,3,1,1,1,4,6,3,2
7395824,0,0,3,1,1,3,1,2,1,3,1,2,3,3,7,-9,2
7396506,0,0,2,1,1,6,2,2,1,1,1,1,1,2,10,1,1
7395675,0,0,1,1,1,8,5,2,1,4,1,1,5,5,2,-9,1
7396543,0,0,5,1,2,6,4,2,1,4,1,2,8,6,10,-9,3
7395665,0,0,1,1,2,7,5,2,1,3,1,9,5,-9,-9,-9,4
7396405,0,0,3,1,2,3,1,2,1,2,1,1,7,-9,-9,-9,2
7395686,0,0,3,1,2,5,1,2,1,3,1,2,1,7,4,2,4
7396208,0,0,1,1,1,4,1,2,1,2,1,2,1,9,3,3,4
7396774,0,0,1,1,1,3,1,2,1,3,1,2,8,-9,-9,-9,4
7396355,0,0,5,1,2,5,1,2,1,2,1,2,1,9,8,2,4
7395699,0,0,2,1,2,6,2,2,1,4,1,2,5,7,4,-9,4
7395425,0,0,3,1,2,2,1,2,2,1,1,1,1,6,12,3,2
7395403,0,0,2,1,1,7,2,2,1,2,1,2,2,2,8,3,1
7395633,0,0,2,1,2,5,2,2,1,3,1,2,7,4,9,-9,4
7395632,0,0,2,1,1,5,2,2,1,1,1,2,2,8,3,4,4
7395626,0,0,1,1,1,6,1,2,1,2,1,2,2,5,2,3,3
7395593,0,0,2,1,1,5,2,2,1,1,1,2,1,3,4,3,2
7395442,0,0,2,1,2,3,2,2,1,1,1,2,1,7,4,2,4
7395542,0,0,2,1,2,8,2,2,1,3,1,2,5,9,5,-9,3
7395645,0,0,3,1,2,1,1,1,1,1,2,9,-9,-9,-9,-9,-9
7395954,0,0,5,1,2,3,1,2,1,2,1,1,1,4,9,2,2
7395594,0,0,2,1,1,5,2,2,1,2,1,2,1,6,10,3,3
7395649,0,0,2,1,1,7,2,2,1,3,1,2,5,3,2,-9,2
7395401,0,0,1,1,2,7,4,2,1,3,1,2,5,4,3,-9,2
7396209,0,0,3,1,1,5,1,2,1,1,1,9,1,5,3,3,3
7395697,0,0,2,1,1,4,2,2,1,2,1,9,1,8,8,1,4
7396195,0,0,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7395601,0,0,2,1,1,8,2,2,1,4,1,1,5,5,2,-9,3
7395651,0,0,2,1,2,6,2,2,1,3,1,2,5,5,9,-9,4
7395670,0,0,2,1,2,5,2,2,1,4,1,2,8,5,5,-9,4
7395963,0,0,5,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7395913,0,0,2,1,2,2,1,1,1,3,1,2,4,7,4,-9,2
7395641,0,0,3,1,2,3,1,2,1,1,1,2,1,3,8,3,2
7395389,0,0,2,1,2,5,2,2,1,2,1,9,1,4,11,2,2
7395629,0,0,5,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7395624,0,0,2,1,1,8,2,2,1,3,1,2,5,2,6,-9,1
7395391,0,0,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395634,0,0,2,1,1,2,1,2,1,1,1,1,3,-9,-9,-9,2
7395598,0,0,2,1,2,8,2,2,1,2,1,9,5,4,4,-9,3
7395384,0,0,5,1,2,6,5,2,1,3,1,2,5,9,11,-9,4
7395402,0,0,2,1,2,8,2,2,1,1,1,2,5,2,11,-9,2
7395640,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395596,0,0,2,1,1,7,2,2,1,3,1,1,5,5,6,-9,3
7395618,0,0,1,1,1,8,4,2,1,1,1,2,5,8,12,-9,3
7395647,0,0,2,1,1,7,2,2,1,3,1,9,5,8,2,-9,4
7395607,0,0,3,1,2,4,1,2,1,1,1,9,1,2,10,2,1
7395605,0,0,2,1,1,8,2,2,1,3,1,2,5,5,2,-9,4
7395879,0,0,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395616,0,0,1,1,1,7,3,2,1,3,1,2,5,8,6,-9,2
7395652,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395381,0,0,5,1,2,4,4,2,1,2,1,1,1,2,9,3,1
7395399,0,0,2,1,1,7,2,2,1,3,1,2,5,8,2,-9,4
7395400,0,0,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395407,0,0,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395597,0,0,2,1,1,5,2,2,1,2,1,2,1,9,11,2,4
7395440,0,0,2,1,1,7,2,2,2,1,1,2,1,8,4,2,4
7395622,0,0,2,1,1,5,2,2,1,2,1,2,1,8,2,3,3
7395623,0,0,2,1,2,7,2,2,1,4,1,2,5,2,11,-9,2
7395439,0,0,2,1,1,8,2,2,1,3,1,2,5,2,2,-9,1
7395603,0,0,2,1,1,2,1,1,1,1,1,2,4,7,4,-9,2
7395608,0,0,1,1,1,7,4,2,1,1,1,2,5,8,2,-9,3
7395625,0,0,2,1,2,2,1,2,1,1,1,1,1,7,4,3,4
7395636,0,0,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7395648,0,0,2,1,2,7,2,2,1,3,1,2,5,9,5,-9,1
7395644,0,0,1,1,2,7,5,2,1,2,1,2,5,1,9,-9,1
7395865,0,0,1,1,2,7,5,2,1,2,1,2,5,1,6,-9,2
7395967,0,0,2,1,2,6,2,2,2,5,3,6,9,-9,-9,-9,4
7396635,0,0,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395902,0,0,4,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395404,0,0,2,1,2,4,2,2,1,1,1,2,1,2,11,2,2
7395650,0,0,3,1,2,4,4,2,1,1,1,2,1,4,9,3,2
7396810,0,0,1,1,1,3,1,1,2,2,3,1,4,7,12,1,2
7395668,0,0,2,1,2,4,2,2,1,1,1,2,1,9,5,2,4
7395408,0,0,2,1,2,5,2,2,1,2,1,2,1,6,11,3,3
7396080,0,0,2,1,1,2,1,1,1,1,1,1,4,7,4,2,2
7395968,0,0,2,1,1,4,2,2,1,1,1,2,1,5,4,3,3
7395551,0,0,1,1,1,6,3,2,1,3,1,9,1,9,12,4,3
7395921,0,0,4,1,1,2,1,2,1,1,1,1,1,5,3,3,3
7396411,0,0,2,1,2,5,2,2,1,2,1,2,1,6,11,2,3
7396370,0,0,2,1,2,7,2,2,1,3,1,2,5,1,7,-9,4
7396578,0,0,2,1,2,7,2,2,1,3,1,2,5,6,11,-9,4
7396667,0,0,1,1,2,4,1,2,1,4,1,1,8,9,5,-9,4
7396620,0,0,5,1,2,4,3,2,1,2,1,1,8,9,4,-9,4
7395799,0,0,5,1,2,7,1,2,1,4,1,2,5,9,11,-9,4
7395631,0,0,2,1,1,3,1,2,1,2,1,2,1,3,8,3,2
7395939,0,0,2,1,2,7,2,2,1,1,1,2,5,6,12,-9,3
7396643,0,0,2,1,2,7,2,2,1,2,1,2,5,4,9,-9,2
7396253,0,0,6,1,2,4,1,2,1,1,1,8,1,2,11,2,2
7395574,0,0,3,1,1,1,1,1,1,2,2,1,-9,-9,-9,-9,-9
7396232,0,0,3,1,2,4,1,2,1,2,1,2,1,1,11,3,1
7396432,0,0,1,1,2,8,4,2,1,4,1,2,8,-9,-9,-9,4
7396562,0,0,2,1,2,8,2,2,1,3,1,2,5,9,11,-9,4
7395468,0,0,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7396294,0,0,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7395701,0,0,5,1,2,3,1,2,1,1,1,1,1,4,11,3,2
7395873,0,0,2,1,1,3,4,2,1,1,1,2,1,9,3,3,4
7396626,0,0,2,1,1,7,2,2,1,2,1,2,5,5,3,-9,3
7395538,0,0,1,1,1,3,1,2,1,2,1,1,1,9,8,3,4
7395849,0,0,2,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,-9
7395828,0,0,3,1,2,2,1,1,2,2,3,1,6,-9,-9,-9,2
7395577,0,0,4,1,1,2,1,2,1,1,1,2,3,9,8,-9,4
7396036,0,0,5,1,1,2,1,1,1,1,1,2,6,5,2,-9,2
7396264,0,0,2,1,2,1,1,1,1,1,3,9,-9,-9,-9,-9,-9
7396307,0,0,2,1,1,6,2,2,1,1,1,1,1,2,2,3,1
7396204,0,0,5,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
7395890,0,0,1,1,1,6,4,2,2,5,1,2,5,-9,-9,-9,4
7395599,0,0,2,1,1,8,2,2,1,2,1,2,5,8,9,-9,4
7395383,0,0,2,1,2,4,2,2,1,2,1,2,1,7,4,2,4
7395894,0,0,1,1,2,5,3,2,1,3,1,1,1,4,12,3,2
7396391,0,0,2,1,1,2,1,1,1,1,1,9,6,-9,-9,-9,2
7395788,0,0,1,1,1,3,1,2,1,3,1,1,3,3,4,-9,2
7395810,0,0,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
7396104,0,0,1,1,1,3,1,2,2,2,1,1,3,2,12,-9,1
7396072,0,0,2,1,1,4,2,2,1,1,1,2,1,6,10,4,3
7396494,0,0,2,1,2,8,2,2,1,3,1,2,5,1,2,-9,2
7396200,0,0,5,1,2,4,1,2,1,2,1,2,1,9,5,1,4
7395493,0,0,3,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
7395545,0,0,6,1,2,7,5,2,1,2,1,2,5,-9,-9,-9,4
7396645,0,0,2,1,1,7,2,2,1,2,1,2,5,8,2,-9,3
7396408,0,0,2,1,1,6,2,2,1,2,1,2,5,1,2,-9,2
7396414,0,0,2,1,1,5,1,2,1,1,1,2,1,1,9,3,1
7396572,0,0,3,1,2,3,1,2,1,2,1,1,3,4,12,-9,2
7396582,0,0,3,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7395494,0,0,2,1,2,8,2,2,1,3,1,2,5,7,8,-9,2
7396695,0,0,1,1,1,3,3,2,1,3,1,2,7,6,12,-9,4
7395718,0,0,1,1,2,7,4,2,1,2,1,2,5,9,11,-9,4
7396031,0,0,2,1,1,1,1,1,1,3,3,9,-9,-9,-9,-9,-9
7395684,0,0,2,1,1,3,2,2,1,2,1,2,1,1,4,3,2
7395777,0,0,2,1,2,6,2,2,1,3,1,2,3,4,9,-9,2
7395694,0,0,5,1,2,1,1,1,1,2,1,9,-9,-9,-9,-9,-9
7395609,0,0,1,1,2,6,4,2,1,2,1,2,1,7,11,2,2
7395889,0,0,1,1,2,8,5,2,1,4,1,2,5,4,9,-9,2
7396051,0,0,2,1,1,7,2,2,1,1,1,2,5,1,2,-9,1
7395885,0,0,2,1,2,6,2,2,1,2,1,2,1,6,10,1,3
7396011,0,0,3,1,2,3,1,2,1,1,1,1,1,4,6,2,2
7396230,0,0,2,1,2,6,2,2,1,1,1,2,1,9,11,2,4
7396598,0,0,3,1,2,4,1,2,1,2,1,2,7,-9,-9,-9,4
7396661,0,0,1,1,1,5,1,2,1,1,1,2,1,9,8,3,4
7396690,0,0,5,1,2,4,1,2,1,3,1,1,1,6,9,1,3
7396044,0,0,1,1,1,7,5,2,1,1,1,2,5,4,4,-9,2
7396502,0,0,2,1,2,1,1,1,1,1,3,9,-9,-9,-9,-9,-9
7395688,0,0,2,1,1,4,4,2,1,2,1,2,1,8,8,3,4
7395667,0,0,5,1,2,2,1,2,1,2,1,2,9,9,4,-9,4
7395639,0,0,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396026,0,0,2,1,1,3,2,2,1,1,1,2,1,7,7,2,2
7396012,0,0,4,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7396201,0,0,2,1,2,7,2,2,1,2,1,2,1,9,10,1,4
7395396,0,0,2,1,1,6,2,2,1,2,1,2,1,8,2,4,4
7396285,0,0,2,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7396073,0,0,2,1,1,4,1,2,1,2,1,1,3,3,10,-9,2
7396137,0,0,2,1,2,8,2,2,1,4,1,2,5,6,11,-9,2
7396715,0,0,1,1,1,4,3,2,1,2,1,9,1,9,3,3,4
7396764,0,0,1,1,1,7,1,2,1,3,1,2,5,5,4,-9,4
7396242,0,0,2,1,1,5,2,2,1,1,1,2,1,2,10,4,1
7396364,0,0,3,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
